id|code|description|typeCode|type
255|Pureza de S.D.D.|Pureza de S.D.D.|DETE|Determinación
256|Pureza de S.F.S.|Pureza de S.F.S.|DETE|Determinación
266|Pureza de TBC en metanol|Pureza de TBC en metanol|DETE|Determinación
741|Pureza en IRGANOX 1520|Pureza en IRGANOX 1520|DETE|Determinación
429|Pureza en nitrogeno|Pureza en nitrogeno|DETE|Determinación
58|Pureza FREEZING POINT|Pureza FREEZING POINT|DETE|Determinación
1927|Pureza R1679Z (Externo)|Pureza R1679Z (Externo)|DETE|Determinación
1926|Pureza R59Z (Externo)|Pureza R59Z (Externo)|DETE|Determinación
1928|Pureza R898Z (Externo)|Pureza R898Z (Externo)|DETE|Determinación
1925|Pureza RZ Total (Externo)|Pureza RZ Total (Externo)|DETE|Determinación
1141|Radio de plegado 90 grados|Radio de plegado 90 grados|DETE|Determinación
1142|Radio de plegado interior|Radio de plegado interior|DETE|Determinación
715|Radio pleg min.hebillas p/flejad|Radio pleg min.hebillas p/flejad|DETE|Determinación
425|Rango de destil.(ID3612)|Rango de destil.(ID3612)|DETE|Determinación
1001|Rango de destilacion (ID3648)|Rango de destilacion (ID3648)|DETE|Determinación
102|01Rango dest.(Incluye 80.1 C)|Rango dest.(Incluye 80.1 C)|DETE|Determinación
82|03Rango dest.(Incluye110.6 C)|Rango dest.(Incluye110.6 C)|DETE|Determinación
424|Rango destil. (Incluye 64.6 C)|Rango destil. (Incluye 64.6 C)(ID3612)|DETE|Determinación
450|Rango destil. (Incluye 87.1 C)|Rango destil. (Incluye 87.1 C)(ID3612)|DETE|Determinación
1437|REACC.RESIDUO AL NARANJA METILO|REACC.RESIDUO AL NARANJA METILO|DETE|Determinación
1190|Reaccion al Agua - Interfase|Reaccion al Agua - Interfase|DETE|Determinación
1191|Reaccion al Agua - Separacion|Reaccion al Agua - Separacion|DETE|Determinación
1041|Recubrimiento superficial|Recubrimiento superficial|DETE|Determinación
1236|Recubrimiento y resist. al agua.|Recubrimiento y resist. al agua.IRAM6679|DETE|Determinación
422|03Recuperacion|Recuperacion|DETE|Determinación
1239|Recuperacion elastica.(IRAM6830)|Recuperacion elastica.(IRAM6830)|DETE|Determinación
1203|Recuperado 90% (ASTM D1160)..|Recuperado  90% (ASTM D1160).|DETE|Determinación
1459|Recuperado 10% (ASTM1160)|Recuperado 10% (ASTM1160)|DETE|Determinación
1391|Recuperado 150 - 250 C|Recuperado 150 - 250 C (ASTM D86)|DETE|Determinación
1460|Recuperado 20% (ASTM1160)|Recuperado 20% (ASTM1160)|DETE|Determinación
1392|Recuperado 250 - 350 C|Recuperado 250 - 350 C (ASTM D86)|DETE|Determinación
1461|Recuperado 30% (ASTM1160)|Recuperado 30% (ASTM1160)|DETE|Determinación
1462|Recuperado 40% (ASTM1160)|Recuperado 40% (ASTM1160)|DETE|Determinación
1458|Recuperado 5% (ASTM1160)|Recuperado 5% (ASTM1160)|DETE|Determinación
1202|Recuperado 50% (ASTM D1160)|Recuperado 50% (ASTM D1160)|DETE|Determinación
1463|Recuperado 60% (ASTM1160)|Recuperado 60% (ASTM1160)|DETE|Determinación
1464|Recuperado 70% (ASTM1160)|Recuperado 70% (ASTM1160)|DETE|Determinación
1465|Recuperado 80% (ASTM1160)|Recuperado 80% (ASTM1160)|DETE|Determinación
1466|Recuperado 95% (ASTM1160)|Recuperado 95% (ASTM1160)|DETE|Determinación
1200|Recuperado a 200C (ASTM D86)|Recuperado a 200C (ASTM D86)ID3564|DETE|Determinación
1201|Recuperado a 370C (ASTM D1160)|Recuperado a 370C (ASTM D1160)|DETE|Determinación
1390|Recuperado hasta 150 C|Recuperado hasta 150 C (ASTM D86)|DETE|Determinación
197|Refractividad interceptada|Refractividad interceptada|DETE|Determinación
1421|Relacion Alc. OH/Silice|Relacion Alc. OH/Silice|DETE|Determinación
1306|Relacion Carbono/Hidrogeno|Relacion Carbono/Hidrogeno|DETE|Determinación
362|Relacion vapor/liq. a 760 mmHg|Relacion vapor/liq. a 760 mmHg(PASA308)|DETE|Determinación
1163|Relacion Vapor/Liquido|Relacion Vapor/Liquido (ASTM D4814)|DETE|Determinación
866|Relaj.% a 90seg(NBR)|Relaj.% a 90seg(NBR)|DETE|Determinación
865|Relaj.% a 90seg(SBR)|Relaj.% a 90seg(SBR)|DETE|Determinación
1370|Rendimiento a 360 C|Rendimiento a 360 C (ASTM D86-00)(ID3564)|DETE|Determinación
848|995Rendimiento destil. ID3564|Rendimiento destil.(ID3564)(ASTM D86-00)|DETE|Determinación
1221|Residuo asfaltico por destil.|Residuo asfaltico por destil.IRAM6719|DETE|Determinación
353|996Residuo de destil.ID3564|Residuo de destil.(ID3564)|DETE|Determinación
1231|Residuo de la destilacion a 360C|Residuo de la destilacion a 360C.IRAM6595|DETE|Determinación
56|Residuo en gas lic.(ID3614)|Residuo en gas lic.(ID3614-ASTM D2158)|DETE|Determinación
1623|Residuo no evaporado (ml/100ml)|Residuo no evaporado (ml/100ml) ASTM D2158|DETE|Determinación
1479|Residuo por calcinacion|Residuo por calcinacion|DETE|Determinación
1271|Residuo Seco a 180C (Prov.Ext.)|Residuo Seco a 180C (Prov.Ext.)|DETE|Determinación
1224|Residuo sobre Tamiz. IRAM_-6717|Residuo sobre Tamiz. IRAM_-6717|DETE|Determinación
1393|Residuo superior a 350 C|Residuo superior a 350 C (ASTM D86)|DETE|Determinación
184|Residuos no volatiles.(D1025)|Residuos no volatiles.(D1025)|DETE|Determinación
440|Residuos por evap.|Residuos por evap.|DETE|Determinación
1530|Residuos por evaporacion % p/v|Residuos por evaporacion % p/v (D1025)|DETE|Determinación
14|Resist. a la traccion|Resist. a la traccion|DETE|Determinación
108|Resist. a la traccion NBR|Resist. a la traccion NBR|DETE|Determinación
1325|Resist. a la traccionIRB7|Resist. a la traccionIRB7|DETE|Determinación
1539|Resist. a la traccionIRB7 NBR|Resist. a la traccionIRB7 NBR|DETE|Determinación
1673|Retardador I-5 %p/p (PE-7E-0412)|Retardador I-5 %p/p (PE-7E-0412)|DETE|Determinación
1562|Retardador I-5 en efluentes|Retardador I-5 en efluentes (EFLW-057)|DETE|Determinación
1355|Retardador I5 (ppm )(PASA761)|Retardador I5 (ppm )(PASA761)|DETE|Determinación
1883|RVP (ID3464) D6378 (KPa)|RVP (ID3464) D6378 (KPa)|DETE|Determinación
1882|RVP (ID3464) D6378 (psi)|RVP (ID3464) D6378 (psi)|DETE|Determinación
1816|RVP (mini-metodo) D5191 (KPa)|RVP (mini-metodo) D5191 (KPa)|DETE|Determinación
1742|RVP (mini-metodo) D5191 (psi)|RVP (mini-metodo) D5191 (psi)|DETE|Determinación
964|RVP a 100 F (ID3620)|RVP a 100 F (ID3620)|DETE|Determinación
72|RVP en HC livianos.(PASA356)|RVP en HC livianos.(PASA356)|DETE|Determinación
1874|RVP-37.8 C -D6897-LPG(psi)|RVP-37.8 C -D6897-LPG(psi)|DETE|Determinación
2015|Sabor a 12C ( Prov.Ext.)|Sabor a 12C ( Prov.Ext.)|DETE|Determinación
2016|Sabor a 25C ( Prov.Ext.)|Sabor a 25C ( Prov.Ext.)|DETE|Determinación
1397|Sales %p/p (ASTM D3230)|Sales %p/p (ASTM D3230)|DETE|Determinación
1406|40Sales (g/m3)|Sales (g/m3)|DETE|Determinación
122|SDD|SDD|DETE|Determinación
1404|10Sedimentos % v/v|Sedimentos % v/v|DETE|Determinación
1193|Sedimentos por extraccion|Sedimentos por extraccion|DETE|Determinación
1396|Sedimentos por filtracion % p/p|Sedimentos por filtracion % p/p (ASTM D4807)|DETE|Determinación
2017|Selenio ( Prov.Ext.)|Selenio ( Prov.Ext.)|DETE|Determinación
235|Separacion de fases|Separacion de fases|DETE|Determinación
1888|SH2 -  ASTM D6228 (mg/m3)|SH2 -  ASTM D6228 (mg/m3)|DETE|Determinación
54|SH2 en gases lic.de petroleo|SH2 en gases lic.de petroleo|DETE|Determinación
1012|SH2 en HC liquidos (ID3889)|SH2 en HC liquidos (ID3889)|DETE|Determinación
1806|SH2 ppm v/v|SH2 ppm v/v|DETE|Determinación
104|SH2.(ID3616)|SH2.(ID3616)|DETE|Determinación
2018|Silicatos ( Prov.Ext.)|Silicatos ( Prov.Ext.)|DETE|Determinación
1010|Silice (HACH-651)|Silice (HACH-651)|DETE|Determinación
810|Silice. (HACH-656)|Silice. (HACH-656)|DETE|Determinación
1136|Silicio en fuel-oil por AA (PASA|Silicio en fuel-oil por AA (PASA-884)|DETE|Determinación
598|SiO2  rango medio|SiO2  rango medio|DETE|Determinación
599|SiO2 bajo rango|SiO2 bajo rango|DETE|Determinación
1338|SO2 CHIMENEA|SO2 CHIMENEA|DETE|Determinación
2031|Sodio ( Prov.Ext.)|Sodio ( Prov.Ext.)|DETE|Determinación
1117|Sodio por AA llama (PASA882)|Sodio por AA llama (PASA882)|DETE|Determinación
228|Solidos (100-105 C).ID3411|Solidos (100-105 C).ID3411|DETE|Determinación
1468|Solidos (550C)|Solidos (550C)|DETE|Determinación
1514|Solidos a 135›C|Solidos a 135›C|DETE|Determinación
1331|Solidos carat. visual|Solidos carat. visual|DETE|Determinación
2032|Solidos disueltos ( Prov.Ext.)|Solidos disueltos ( Prov.Ext.)|DETE|Determinación
932|Solidos Disueltos Totales (EFLW0|Solidos Disueltos Totales (EFLW023)|DETE|Determinación
1605|Solidos en antiesp SBR (PASA590)|Solidos en antiesp SBR (PASA590)|DETE|Determinación
1822|Solidos en DFL|Solidos en DFL (PE-5IE-08477)|DETE|Determinación
125|Solidos en emulsion antiox.|Solidos en emulsion antiox.|DETE|Determinación
417|Solidos en emulsionante|Solidos en emulsionante|DETE|Determinación
445|Solidos en fosfato|Solidos en fosfato|DETE|Determinación
1|Solidos en latex|Solidos en latex|DETE|Determinación
343|Solidos secos|Solidos secos|DETE|Determinación
311|Solidos sediment. en efl.liq 10|Solidos sediment. en efl.liq 10 min|DETE|Determinación
973|Solidos sediment. en efl.liq 2 H|Solidos sediment. en efl.liq 2 Horas|DETE|Determinación
339|Solidos susp. tot. (ID3521)|Solidos susp. tot. (ID3521)|DETE|Determinación
340|Solidos susp. Volatiles|Solidos susp. Volatiles|DETE|Determinación
1431|Solidos Suspendidos (HATCH630)|Solidos Suspendidos ppm(HATCH630)|DETE|Determinación
1212|Solubilidad (IRAM 6585/6604)|Solubilidad (IRAM 6585/6604)|DETE|Determinación
1246|Solubilidad del residuo.|Solubilidad del residuo.(IRAM 6585/6604)|DETE|Determinación
242|Solubilidad en sty|Solubilidad en sty|DETE|Determinación
1144|Styrex 310|Styrex 310|DETE|Determinación
854|Sulfato (EFLW-037)|Sulfato (EFLW-037)|DETE|Determinación
1282|Sulfato (Prov.Ext.)|Sulfato (Prov.Ext.)|DETE|Determinación
893|Sulfato (UOP742)|Sulfato (UOP742)|DETE|Determinación
881|Sulfato de Aluminio|Sulfato de Aluminio|DETE|Determinación
253|Sulfato en potasa caust.|Sulfato en potasa caust.|DETE|Determinación
262|Sulfato en sulfato ferroso|Sulfato en sulfato ferroso|DETE|Determinación
120|Sulfato ferroso|Sulfato ferroso|DETE|Determinación
1318|Sulfito (Standar Method 4500B)|Sulfito (Standar Method 4500B)|DETE|Determinación
1494|Sulfuro de Carbono  GC/MS (ppm)|Sulfuro de Carbono  GC/MS (ppm)|DETE|Determinación
1618|Sulfuro de Hidrogeno ASTM D2420|Sulfuro de Hidrogeno (ASTM D2420)|DETE|Determinación
1770|Sulfuro de Hidrogeno (mcg/m3)|Sulfuro de Hidrogeno (mcg/m3)|DETE|Determinación
1990|Sulfuro de Hidrogeno (Prov.Ext.)|Sulfuro de Hidrogeno (Prov.Ext.)|DETE|Determinación
439|Sulfuro de hidrogeno.|Sulfuro de hidrogeno.|DETE|Determinación
315|Sulfuros (ID3529)|Sulfuros (ID3529)|DETE|Determinación
684|Sumi tamb Adhesivo vegetal|Sumi tamb Adhesivo vegetal|DETE|Determinación
724|Sumi.Base C15 2pilas 8u/pila|Sumi.Base C15 2pilas 8u/pila|DETE|Determinación
723|Sumi.Base C25 2pilas 10u/pila|Sumi.Base C25 2pilas 10u/pila|DETE|Determinación
639|Sumi.Cerc50.apiladas/sunchadas|Sumi.Cerc50.apiladas/sunchadas|DETE|Determinación
633|Sumi.Cerco20.apiladas/sunchadas|Sumi.Cerco20.apiladas/sunchadas|DETE|Determinación
700|Sumi.clav acorde volum/peso/form|Sumi.clav acorde volum/peso/form|DETE|Determinación
701|Sumi.flejes s/pallet 18paq con3u|Sumi.flejes s/pallet 18paq con3u|DETE|Determinación
640|Sumi.Fondillo10.apiladas/suncha|Sumi.Fondillo10.apiladas/suncha|DETE|Determinación
634|Sumi.Fondillo60.apiladas/suncha|Sumi.Fondillo60.apiladas/suncha|DETE|Determinación
703|Sumi.hebillas 40 cente por bulto|Sumi.hebillas 40 cente por bulto|DETE|Determinación
726|Sumi.lat C15 2pilas 22u/pila|Sumi.lat C15 2pilas 22u/pila|DETE|Determinación
725|Sumi.lat C25 2pilas 24u/pila|Sumi.lat C25 2pilas 24u/pila|DETE|Determinación
702|Sumi.pol antdes paq 2 atad 50u|Sumi.pol antdes paq 2 atad 50u|DETE|Determinación
699|Sumi.polie caj 15-5atados 10uc/u|Sumi.polie caj 15-5atados 10uc/u|DETE|Determinación
698|Sumi.polie caj 25-5atados 10uc/u|Sumi.polie caj 25-5atados 10uc/u|DETE|Determinación
697|Sumi.polie cauchoC pallets 5000b|Sumi.polie cauchoC pallets 5000b|DETE|Determinación
696|Sumi.poliet.R1913-5atad de 20 u|Sumi.poliet.R1913-5atad de 20 u|DETE|Determinación
704|Sumi.tabl 400plac sunch s/made|Sumi.tabl 400plac sunch s/made|DETE|Determinación
728|Sumi.tapa C15 2pilas 22u/pila|Sumi.tapa C15 2pilas 22u/pila|DETE|Determinación
727|Sumi.tapa C25 2pilas 40u/pila|Sumi.tapa C25 2pilas 40u/pila|DETE|Determinación
641|Sumi.Tapa5.apiladas/sunchadas|Sumi.Tapa5.apiladas/sunchadas|DETE|Determinación
635|Sumi.Tapa60.apiladas/sunchadas|Sumi.Tapa60.apiladas/sunchadas|DETE|Determinación
705|Sumi.tar.caj.cart.sunch10u-2psup|Sumi.tar.caj.cart.sunch10u-2psup|DETE|Determinación
748|Suministros|Suministros|DETE|Determinación
1796|090t-Buteno-2 (%v/v) RGA|t-Buteno-2 (%v/v) RGA|DETE|Determinación
1266|010T-C4- (D7833)-%Molar|T-C4- (D7833)-%Molar|DETE|Determinación
816|T.P.|T.P.|DETE|Determinación
1025|t10MDR 2000|t10MDR 2000|DETE|Determinación
29|t25|t25|DETE|Determinación
1320|t25MDR 2000|t25MDR 2000|DETE|Determinación
30|t50|t50|DETE|Determinación
1026|t50MDR 2000|t50MDR 2000|DETE|Determinación
31|t90|t90|DETE|Determinación
1027|t90MDR 2000|t90MDR 2000|DETE|Determinación
719|Tabl chapadur lat. menor EN465/1|Tabl chapadur lat. menor EN465/1|DETE|Determinación
720|Tabl chapadur lat. menor EN465/2|Tabl chapadur lat. menor EN465/2|DETE|Determinación
717|Tabl.chapadur Ba/Tap EN-464/1|Tabl.chapadur Ba/Tap EN-464/1|DETE|Determinación
718|Tabl.chapadur Ba/Tap EN-464/2|Tabl.chapadur Ba/Tap EN-464/2|DETE|Determinación
721|Tabl.chapadur lat. mayor EN466/1|Tabl.chapadur lat. mayor EN466/1|DETE|Determinación
722|Tabl.chapadur lat.mayor EN466/2|Tabl.chapadur lat.mayor EN466/2|DETE|Determinación
1499|TamaÏo efectivo de particula|TamaÏo efectivo de particula|DETE|Determinación
230|Tamano particula pasa malla 20|Tamano particula pasa malla 20|DETE|Determinación
231|Tamano particula pasa malla 60|Tamano particula pasa malla 60|DETE|Determinación
1812|TAME %v/v (D6729)|TAME %v/v (D6729)|DETE|Determinación
1551|TAME ppm (GCMS)|TAME ppm (GCMS)|DETE|Determinación
1022|TANGENTE DELTA MH|TANGENTE DELTA MH|DETE|Determinación
1021|TANGENTE DELTA ML|TANGENTE DELTA ML|DETE|Determinación
1441|Tasa Corrosion Cupones ADM|Tasa Corrosion Cupones ADM|DETE|Determinación
1426|Tasa Corrosion ICupones AC (MPY)|Tasa Corrosion ICupones AC (MPY)|DETE|Determinación
1425|Tasa Corrosion Instantanea (MPY)|Tasa Corrosion Instantanea (MPY)|DETE|Determinación
1424|Tasa Pitting Instanea (MPY)|Tasa Pitting Instanea (MPY)|DETE|Determinación
61|TBC.(ID3578 )|TBC.(ID3578 )|DETE|Determinación
6|TBC.(ID3875)|TBC.(ID3875)|DETE|Determinación
1890|TBM -  ASTM D6228 (mg/m3)|TBM -  ASTM D6228 (mg/m3)|DETE|Determinación
1364|TEMP.INCORP.FILM AL NBR|TEMP.INCORP.FILM AL NBR|DETE|Determinación
309|Temperatura|Temperatura|DETE|Determinación
1341|Temperatura chimenea|Temperatura chimenea|DETE|Determinación
1616|Temperatura evaporacion del 95%|Temperatura evaporacion del 95% (ASTM D1837)|DETE|Determinación
1054|(02)TERT-BUTYL MERCAPTAN|TERT-BUTYL MERCAPTAN|DETE|Determinación
927|Tetracloro Eteno ( Prov.Ext.)|Tetracloro Eteno ( Prov.Ext.)|DETE|Determinación
2019|Tetracloroetano ( Prov.Ext.)|Tetracloroetano ( Prov.Ext.)|DETE|Determinación
920|Tetracloruro de Carbono ( Prov.E|Tetracloruro de Carbono ( Prov.Ext.)|DETE|Determinación
1344|025Tetracloruro de CarbonoID3534|Tetracloruro de Carbono ID3534|DETE|Determinación
1656|040Tetraelienglicol %p/p(UOP523)|Tetraelienglicol %p/p (UOP523)|DETE|Determinación
1818|22Tetraetilbenceno % p/p|Tetraetilbenceno % p/p|DETE|Determinación
453|Tetraetilenglicol|Tetraetilenglicol|DETE|Determinación
1652|20Tetraetilenglicol ppm (UOP776)|Tetraetilenglicol ppm p/p(UOP776)|DETE|Determinación
1595|Texto|Texto|DETE|Determinación
904|THM (Prov.Ext.)|THM (Prov.Ext.)|DETE|Determinación
870|Tiempo a 80% Relaj.(NBR)|Tiempo a 80% Relaj.(NBR)|DETE|Determinación
869|Tiempo a 80% Relaj.(SBR)|Tiempo a 80% Relaj.(SBR)|DETE|Determinación
1129|Tiocianatos|Tiocianatos|DETE|Determinación
1492|Tiofeno|Tiofeno|DETE|Determinación
1042|Tipo de recubrimiento|Tipo de recubrimiento|DETE|Determinación
978|Tipo y estado de madera s/plano|Tipo y estado de madera s/plano FD-5995 Rev 7|DETE|Determinación
1160|Tipo y estado de madera|Tipo y estado de madera s/plano FD-5995 Rev7|DETE|Determinación
1039|Tipo y estado del carton s/plano|Tipo y estado del carton s/plano FD-6038 Rev 0|DETE|Determinación
215|Titulo de ac. grasos|Titulo de ac. grasos|DETE|Determinación
1976|0738TMCH D6729 (%p/p)|TMCH D6729 (%p/p)|DETE|Determinación
800|350TMCH. (D6729)|TMCH. (D6729)|DETE|Determinación
1961|072TMCP D6729 (%p/p)|TMCP D6729 (%p/p)|DETE|Determinación
797|320TMCP. (D6729)|TMCP. (D6729)|DETE|Determinación
1587|Tol/o-xil/Cum/Ar C9|Tol/o-xil/Cum/Ar C9 (ID3591) ppm p/p|DETE|Determinación
1508|120Tolueno % (GC/MS)|Tolueno % (GC/MS)|DETE|Determinación
1648|030Tolueno %p/p (UOP744)|Tolueno %p/p (UOP744)|DETE|Determinación
1659|020Tolueno %p/p (UOP920)|Tolueno %p/p (UOP920)|DETE|Determinación
2024|Tolueno ( Prov.Ext.)|Tolueno ( Prov.Ext.)|DETE|Determinación
1759|Tolueno (%p/p)|Tolueno (%p/p)|DETE|Determinación
1085|030Tolueno (EPA5021)|Tolueno (EPA5021)|DETE|Determinación
856|030Tolueno (ID3534)|Tolueno (ID3534)|DETE|Determinación
956|22Tolueno (ID3646)|Tolueno (ID3646)|DETE|Determinación
1308|Tolueno (PASA151/2)% peso|Tolueno (PASA151/2)% peso|DETE|Determinación
1263|Tolueno (ppm) (ID3591)|Tolueno (ppm) (ID3591)|DETE|Determinación
190|05Tolueno (ppm).ID3591|Tolueno (ppm).ID3591|DETE|Determinación
1977|043Tolueno D6729 (%p/p)|Tolueno D6729 (%p/p)|DETE|Determinación
1735|042Tolueno D6729 (%v/v)|Tolueno D6729 (%v/v)|DETE|Determinación
146|03Tolueno en efl. liq.|Tolueno en efl. liq.|DETE|Determinación
1580|02Tolueno muestras solidas|Tolueno muestras solidas ppm p/p|DETE|Determinación
1419|TOLUENO P/HS|TOLUENO P/HS|DETE|Determinación
1516|Tolueno ppm v/v (PASA902)|Tolueno ppm v/v (PASA902)|DETE|Determinación
1118|Tolueno sobre lixiviado|Tolueno sobre lixiviado|DETE|Determinación
329|04Tolueno volcado al rio|Tolueno volcado al rio|DETE|Determinación
786|210Tolueno. (D6729)|Tolueno. (D6729)|DETE|Determinación
602|060Tolueno. Medicion (STEL)|Tolueno. Medicion (STEL)|DETE|Determinación
613|060Tolueno. Medicion (TWA)|Tolueno. Medicion (TWA)|DETE|Determinación
288|060Tolueno. Mediciones bateria|Tolueno. Mediciones de bateria|DETE|Determinación
174|07Tolueno.(ID3591)|Tolueno.(ID3591)|DETE|Determinación
139|09Tolueno.(ID3591)|Tolueno.(ID3591)|DETE|Determinación
466|05Tolueno.(ID3591)|Tolueno.(ID3591)|DETE|Determinación
1921|Tolueno.(ID3591)|Tolueno.(ID3591)|DETE|Determinación
165|003Tolueno.(ID3644)|Tolueno.(ID3644)|DETE|Determinación
382|05Tolueno.(PASA906)|Tolueno.(PASA906)|DETE|Determinación
1561|Tolueno/Xileno ppm (ID3591)|Tolueno/Xileno ppm (ID3591)|DETE|Determinación
1371|Total C4-(D6729)|Total C4-(D6729)|DETE|Determinación
1523|TPH (EFLW-064) ppm p/v|TPH (EFLW-064) ppm p/v|DETE|Determinación
839|TRANS C4- (ID3552)|TRANS C4- (ID3552)|DETE|Determinación
761|27Trans Estilbeno. (ID3591)|Trans Estilbeno. (ID3591)|DETE|Determinación
645|Trasmitancia (PASA799)|Trasmitancia (PASA799)|DETE|Determinación
1030|Trasmitancia a 280 MU|Trasmitancia a 280 MU|DETE|Determinación
78|Trazas de plomo en naftas|Trazas de plomo en naftas (ID3436)|DETE|Determinación
1876|050Tribromometano ppb p/v|Tribromometano ppb p/v|DETE|Determinación
1345|075Tricloro Benceno (ID3534)|Tricloro Benceno (ID3534)|DETE|Determinación
924|Tricloro Etileno ( Prov.Ext.)|Tricloro Etileno ( Prov.Ext.)|DETE|Determinación
1483|Triclorobenceno (5021)|Triclorobenceno (5021)|DETE|Determinación
1819|010Triclorometano ppb p/v|Triclorometano ppb p/v|DETE|Determinación
1317|Trietanoamina (ppm p/p)|Trietanoamina (ppm p/p)|DETE|Determinación
464|21Trietilbenceno en etilbz|Trietilbenceno en etilbz|DETE|Determinación
1997|Trimetilbencenos D6729 (%p/p)|Trimetilbencenos D6729 (%p/p)|DETE|Determinación
1654|020Tritilenglicol %p/p (UOP523)|Tritilenglicol %p/p (UOP523)|DETE|Determinación
28|ts1|ts1|DETE|Determinación
1023|TS1MDR 2000|TS1MDR 2000|DETE|Determinación
821|ts2|ts2|DETE|Determinación
1024|TS2 MDR 2000|TS2 MDR 2000|DETE|Determinación
1269|Turbiedad (Prov.Ext.)|Turbiedad (Prov.Ext.)|DETE|Determinación
650|Ubicacion cinta ident.fardo|Ubicacion cinta ident.fardo|DETE|Determinación
1554|UFC en Agar Rojo Bengala|UFC en Agar Rojo Bengala|DETE|Determinación
760|Valor Dienos.|Valor Dienos.|DETE|Determinación
600|Valor Kauri Butanol en HC|Valor Kauri Butanol en HC|DETE|Determinación
218|Valor quelante en secuestrante|Valor quelante en secuestrante|DETE|Determinación
1112|Vanadio por AA llama (PASA 886)|Vanadio por AA llama (PASA 886)|DETE|Determinación
1348|VAPORES OLEOSOS|VAPORES OLEOSOS|DETE|Determinación
1536|VAPORES OLEOSOS(mg/l)|VAPORES OLEOSOS(mg/l)|DETE|Determinación
1448|Velocidad del Viento (Km/h)|Velocidad del Viento (Km/h)|DETE|Determinación
672|Verificacion sumi bol p/caj36|Verificacion sumi bol p/caj36|DETE|Determinación
691|Verificar bordes|Verificar bordes|DETE|Determinación
690|Verificar proteccion|Verificar proteccion|DETE|Determinación
692|Verificar sistema enrollado|Verificar sistema enrollado|DETE|Determinación
681|Verificar sumi.cinta identific|Verificar sumi.cinta identific|DETE|Determinación
682|Verificar sumi.Film polietilen|Verificar sumi.Film polietilen|DETE|Determinación
666|Vis.construc.plano ES-14-6200/5|Vis.construc.plano ES-14-6200/5|DETE|Determinación
663|Vis.construc.planoES-14-4689/7|Vis.construc.planoES-14-4689/7|DETE|Determinación
637|Vis.tipo-estado cartçn FD-6038/0|Vis.tipo-estado carton FD-6038/0|DETE|Determinación
631|Vis.tipo-estado cartonFD-5994/1|Vis.tipo-estado cartonFD-5994/1|DETE|Determinación
664|Vis.tipo-estado mad.ES-14-4689/7|Vis.tipo-estado mad.ES-14-4689/7|DETE|Determinación
667|Vis.tipo-estado mad.ES-14-6200/5|Vis.tipo-estado mad.ES-14-6200/5|DETE|Determinación
647|Vis.tipo-estado madera FD-5995/3|Vis.tipo-estado madera FD-5995/3|DETE|Determinación
433|Visc. Brookfield|Visc. Brookfield|DETE|Determinación
389|Visc. Mooney migas latex|Visc. Mooney migas latex|DETE|Determinación
617|Visc. Mooney migas latex 1913|Visc. Mooney migas latex 1913|DETE|Determinación
126|Visc. Mooney migas latex NBR|Visc. Mooney migas latex NBR|DETE|Determinación
131|Visc. Mooney P.T. resina1913|Visc. Mooney P.T. resina1913|DETE|Determinación
1537|Visc. Mooney P.T.comp.prep.IRB7|Visc. Mooney P.T.comp.prep.IRB7|DETE|Determinación
13|Visc. Mooney P.T.en comp.prep.|Visc. Mooney P.T.en comp.prep.|DETE|Determinación
12|Visc. Mooney prod.term.|Visc. Mooney prod.term.|DETE|Determinación
107|Visc. Mooney prod.term.NBR|Visc. Mooney prod.term.NBR|DETE|Determinación
827|Visc. Saybolt a 100 F|Visc. Saybolt a 100 F.PASA376|DETE|Determinación
195|Visc. Saybolt a 210 F|Visc. Saybolt a 210 F.PASA376|DETE|Determinación
1219|Viscosidad  60C-30cm Hg.IRAM6836|Viscosidad  60C-30cm Hg.IRAM6836|DETE|Determinación
1233|Viscosidad a 25C SSF.IRAM6721|Viscosidad a 25C SSF.IRAM6721|DETE|Determinación
1182|Viscosidad a 50 C (ASTM D445)|Viscosidad a 50 C (ASTM D445)|DETE|Determinación
1206|Viscosidad a 50 C (ASTM D88)|Viscosidad a 50 C (ASTM D88)|DETE|Determinación
1244|Viscosidad a 50C SSF.IRAM6544|Viscosidad a 50C SSF.IRAM6544|DETE|Determinación
1223|Viscosidad a 50C SSF.IRAM6721|Viscosidad a 50C SSF.IRAM6721|DETE|Determinación
1470|Viscosidad a 60C SSF.IRAM6544|Viscosidad a 60C SSF.IRAM6544|DETE|Determinación
1171|Viscosidad cinematica a -20›C|Viscosidad cinematica a -20›C. ASTM D445|DETE|Determinación
1418|Viscosidad cinematica a 100›C|Viscosidad cinematica a 100›C (ASTM D445)|DETE|Determinación
1192|Viscosidad cinematica a 40›C|Viscosidad cinematica a 40›C|DETE|Determinación
141|Viscosidad en fdo. torre|Viscosidad en fdo. torre|DETE|Determinación
630|Visual construc. plano FD-5994/1|Visual construc. plano FD-5994/1|DETE|Determinación
646|Visual construc.plano FD-5995/3|Visual construc.plano FD-5995/3|DETE|Determinación
636|Visual construc.planoFD-6038/0|Visual construc.planoFD-6038/0|DETE|Determinación
756|VOCs Totales|VOCs Totales|DETE|Determinación
1531|VOCs Totales (EPA8260B) ppm|VOCs Totales (EPA8260B) ppm|DETE|Determinación
199|Volatiles por calent. en aceite|Volatiles por calent. en aceite|DETE|Determinación
1478|Xileno (ID3591)|Xileno (ID3591)|DETE|Determinación
